league,season,team,player,nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
AUT-Bundesliga,2024-25,RB Salzburg,Stefan Bajcetic,ESP,MF,19,2004,6.8,3,0,0,13,12,0,8,8,14,,,0,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Takumu Kawamura,JPN,MF,24,1999,2.8,0,0,0,1,6,0,0,4,4,,,0,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Tim Trummer,AUT,DF,18,2005,5.0,1,0,0,2,1,0,9,2,8,,,0,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Valentin Sulzbacher,AUT,MF,19,2005,3.6,0,0,0,7,5,0,31,4,7,,,0,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Yorbe Vertessen,BEL,"FW,MF",23,2001,13.7,1,0,0,12,19,4,28,3,9,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Amin-Elias Gröller,AUT,DF,19,2005,1.0,0,0,0,0,1,0,0,1,0,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Andrija Radulović,MNE,"MF,FW",22,2002,4.9,0,0,0,6,5,0,28,2,7,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Ange Ahoussou,CIV,DF,20,2003,8.7,2,0,0,12,10,0,0,1,8,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Bendegúz Bolla,HUN,DF,24,1999,29.8,7,0,0,27,15,0,125,28,27,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Benjamin Böckle,AUT,DF,22,2002,4.9,2,0,0,4,2,0,33,3,5,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Christoph Lang,AUT,"MF,FW",22,2002,3.4,0,0,0,2,5,1,11,0,3,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Dennis Kaygin,GER,MF,20,2004,4.1,2,0,0,10,6,0,13,7,9,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Dion Drena Beljo,CRO,FW,22,2002,24.2,9,0,0,36,21,17,7,4,10,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Dominic Vincze,AUT,DF,20,2004,3.9,1,0,0,2,1,0,1,3,4,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Ercan Kara,AUT,FW,28,1996,6.1,2,0,0,18,11,8,2,2,8,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Furkan Dursun,AUT,FW,19,2005,1.2,0,0,0,0,4,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Guido Burgstaller,AUT,FW,35,1989,13.3,5,1,0,8,15,9,15,2,8,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Isak Jansson,SWE,"MF,FW",22,2002,17.3,1,0,0,13,35,3,53,10,15,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Ismaïl Seydi,FRA,FW,23,2001,0.2,0,0,0,0,1,0,1,1,1,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Jakob Schöller,AUT,DF,18,2005,4.4,1,0,0,7,2,0,1,6,8,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Jonas Auer,AUT,DF,23,2000,21.9,4,0,0,18,18,1,183,19,27,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Louis Schaub,AUT,MF,29,1994,18.2,1,0,0,12,29,2,27,5,13,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Lukas Grgic,AUT,MF,28,1995,21.7,5,1,1,27,25,0,9,19,28,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Mamadou Sangare,MLI,MF,22,2002,22.7,9,1,0,30,48,0,11,46,40,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Matthias Seidl,AUT,MF,23,2001,27.8,0,0,0,16,51,3,131,10,24,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Maximilian Hofmann,AUT,DF,30,1993,3.3,1,0,0,5,4,0,1,6,4,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Moritz Oswald,AUT,"MF,DF",22,2002,9.3,0,0,0,12,12,1,8,15,17,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Nenad N. Cvetković,SRB,DF,28,1996,17.7,4,1,0,16,16,0,2,20,19,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Niklas Hedl,AUT,GK,23,2001,29.3,1,1,0,1,4,0,0,0,2,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Nikolaus Wurmbrand,AUT,"MF,FW",18,2006,5.7,1,0,0,5,10,3,17,2,3,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Noah Bischof,AUT,FW,21,2002,4.9,4,0,0,13,5,2,6,5,4,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Paul Gartler,AUT,GK,27,1997,2.7,0,0,0,0,1,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Roman Kerschbaum,AUT,MF,30,1994,0.2,0,0,0,1,1,0,0,1,1,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Romeo Amane,CIV,MF,21,2003,6.2,0,0,0,6,9,0,3,7,6,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Serge Raux Yao,FRA,DF,25,1999,29.0,1,0,0,13,11,1,0,30,21,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Thierry Gale,BRB,MF,22,2002,0.2,0,0,0,0,0,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Tobias Børkeeiet,NOR,MF,25,1999,1.7,1,0,0,1,1,0,0,1,1,,,0,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Tobias Hedl,AUT,FW,21,2003,0.4,0,0,0,1,2,0,0,0,1,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Alexander Gorgon,AUT,"FW,MF",35,1988,8.8,2,1,0,11,8,1,27,2,4,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Ammar Helac,AUT,GK,26,1998,3.0,0,0,0,0,1,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Benedikt Zech,AUT,DF,33,1990,15.9,1,0,0,5,13,0,4,22,16,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Christian Gebauer,AUT,"FW,MF",30,1993,7.3,2,0,0,5,3,6,37,4,2,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Dejan Stojanović,AUT,GK,31,1993,29.0,1,0,0,1,4,0,0,0,1,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Dijon Kameri,AUT,"MF,FW",20,2004,16.6,3,0,0,28,18,8,18,11,3,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Djawal Kaïba,CMR,MF,21,2003,8.6,4,0,0,18,7,0,1,9,8,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Erkin Yalcin,AUT,FW,20,2004,0.1,0,0,0,0,0,0,0,1,0,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Filip Milojević,AUT,MF,19,2005,1.2,1,0,0,3,1,1,0,1,2,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Florian Dietz,GER,FW,25,1998,5.3,1,0,0,14,5,1,7,1,2,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Gustavo Santos Costa,BRA,FW,28,1996,8.7,1,0,0,18,16,12,8,2,1,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Leonardo Lukacevic,AUT,"DF,MF",25,1999,16.2,3,0,0,19,12,2,162,22,29,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lincoln,BRA,FW,23,2000,0.2,0,0,0,2,1,0,1,0,1,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Luca Kronberger,AUT,"FW,MF",22,2002,4.7,3,0,0,10,7,1,3,1,2,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lukas Fadinger,AUT,"MF,FW",23,2000,12.9,3,0,0,20,21,3,66,14,13,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lukas Fridrikas,AUT,FW,26,1997,16.2,4,0,0,18,25,5,19,1,7,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lukas Gugganig,AUT,DF,29,1995,17.6,5,0,0,9,13,0,3,14,16,,,1,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lukas Jäger,AUT,MF,30,1994,11.9,6,1,1,14,15,2,3,20,7,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Marlon Mustapha,AUT,"FW,MF",23,2001,8.5,3,0,0,21,11,5,3,1,4,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Mike-Steven Bähre,GER,MF,28,1995,22.3,9,0,0,43,29,1,20,43,32,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Mohamed Ouédraogo,BFA,"MF,DF",21,2003,16.0,3,0,0,14,13,3,65,33,17,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Oliver Strunz,AUT,"FW,MF",24,2000,9.0,3,0,0,14,14,7,6,7,4,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Ousmane Diawara,SWE,FW,24,1999,8.5,2,0,0,24,17,4,4,2,3,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Pascal Juan Estrada,AUT,DF,22,2002,20.0,7,0,0,28,7,3,5,24,20,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Paul Koller,AUT,DF,22,2002,26.4,6,1,1,21,14,0,4,50,23,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Sandro Ingolitsch,AUT,"DF,MF",27,1997,25.8,10,1,1,42,31,4,76,42,50,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Sofian Bahloul,FRA,"FW,MF",24,1999,4.9,1,0,0,8,5,0,27,11,2,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Steve Noode,CMR,DF,19,2005,0.6,1,0,0,2,0,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,SCR Altach,Vesel Demaku,KVX,MF,24,2000,24.9,7,1,1,31,22,0,15,26,43,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Aaron Schwarz,AUT,MF,20,2004,0.4,0,0,0,1,1,0,0,0,1,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Adem Mustafić,BIH,DF,16,2008,0.0,0,0,0,0,1,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Armin Karic,BIH,MF,19,2004,0.2,0,0,0,0,1,0,1,0,1,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Ben Bobzien,GER,"FW,MF",21,2003,29.5,6,0,0,19,78,8,52,8,15,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Christopher Cvetko,AUT,MF,27,1997,25.2,11,0,0,38,15,0,88,22,32,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Christopher Wernitznig,AUT,MF,34,1990,25.7,5,0,0,35,25,3,139,21,39,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,David Toshevski,MKD,FW,23,2001,14.2,3,0,0,22,30,9,3,1,7,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Dikeni-Rafid Salifou,TOG,MF,21,2003,18.7,7,0,0,30,11,0,5,20,17,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Dino Delić,BIH,FW,15,2008,0.2,0,0,0,0,0,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Florian Jaritz,AUT,"MF,DF",26,1997,16.6,3,0,0,14,9,3,26,14,12,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Jannik Robatsch,AUT,"DF,MF",19,2004,23.6,6,0,0,26,17,0,7,34,32,,,2,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Jonas Kühn,GER,"MF,DF",22,2002,7.3,0,0,0,3,10,0,10,6,7,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Keanan Bennetts,ENG,"MF,FW",25,1999,5.0,2,0,0,3,11,0,9,2,5,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Kosmas Gezos,GRE,DF,31,1992,14.0,7,1,1,16,22,0,11,30,23,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Laurenz Dehl,GER,FW,22,2001,2.3,0,0,0,7,1,3,2,0,0,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Marco Knaller,AUT,GK,37,1987,5.0,0,0,0,0,1,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Martin Hinteregger,AUT,DF,31,1992,14.0,4,0,0,18,9,0,4,18,17,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Matteo Kitz,AUT,DF,17,2007,5.1,2,1,0,9,4,0,1,3,9,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Nicolas Binder,AUT,FW,22,2002,13.8,0,0,0,14,17,5,3,4,9,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Niklas Szerencsi,AUT,DF,24,2000,15.4,4,0,0,23,8,0,6,27,13,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Philipp Wydra,AUT,FW,21,2003,5.1,2,0,0,2,1,0,22,2,5,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Simon Spari,AUT,GK,22,2002,27.0,0,0,0,1,5,0,0,0,1,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Simon Straudi,ITA,"MF,DF",25,1999,17.8,6,0,0,20,14,1,37,21,40,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Solomon Bonnah,NED,"MF,DF",20,2003,11.9,2,0,0,12,17,0,12,8,15,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Thorsten Mahrer,AUT,DF,34,1990,28.5,3,1,0,22,16,1,2,30,27,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Tobias Koch,AUT,MF,23,2001,24.4,8,0,0,22,27,0,18,47,39,,,0,,,,
AUT-Bundesliga,2024-25,SK Austria Klagenfurt,Tristan Schoppitsch,AUT,MF,17,2006,0.0,0,0,0,0,0,0,0,0,1,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Amady Camara,MLI,FW,19,2005,6.8,0,0,0,5,5,2,7,0,4,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Arjan Malic,BIH,DF,18,2005,4.1,1,0,0,8,9,0,10,3,6,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Belmin Beganovic,BIH,FW,19,2004,0.4,2,1,1,3,3,0,0,1,0,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Daniil Khudiakov,RUS,GK,20,2004,2.0,1,0,0,0,1,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Dimitri Lavalée,BEL,DF,27,1997,28.6,6,1,0,30,14,2,71,31,53,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Emanuel Aiwum,AUT,DF,23,2000,24.8,8,0,0,40,22,0,3,18,13,,,1,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Emir Karic,AUT,DF,27,1997,7.5,4,1,1,15,3,1,11,10,9,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Emran Soglo,ENG,DF,19,2005,0.9,0,0,0,1,3,0,2,1,3,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Erencan Yardimci,TUR,FW,22,2002,2.3,3,0,0,9,1,3,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Fally Mayulu,FRA,FW,22,2002,0.8,0,0,0,0,0,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Gregory Wüthrich,SUI,DF,29,1994,18.6,4,1,0,25,31,1,3,22,18,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Jacob Hodl,AUT,MF,17,2007,0.5,1,0,0,1,0,0,2,0,2,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Jon Gorenc Stanković,SVN,MF,28,1996,22.7,5,0,0,34,31,0,3,41,42,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Jusuf Gazibegović,BIH,DF,24,2000,13.2,6,0,0,12,10,1,76,26,19,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Kjell Scherpen,NED,GK,24,2000,30.0,0,0,0,0,1,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Konstantin Schopp,AUT,DF,18,2005,0.1,0,0,0,0,0,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Leon Grgic,AUT,FW,18,2006,9.1,3,1,1,17,9,2,5,0,5,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Lovro Zvonarek,CRO,"FW,MF",19,2005,4.3,1,0,0,4,8,0,4,2,7,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Malick Yalcouye,CIV,MF,18,2005,22.0,4,0,0,33,71,2,35,26,42,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Manprit Sarkaria,AUT,"FW,MF",27,1996,0.2,0,0,0,0,0,0,3,0,0,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Max Johnston,SCO,DF,20,2003,18.2,3,0,0,6,1,2,75,11,17,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Mika Biereth,DEN,"FW,MF",21,2003,14.1,2,0,0,18,16,8,13,4,3,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Niklas Geyrhofer,AUT,DF,24,2000,13.1,2,0,0,14,8,0,0,20,11,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Otar Kiteishvili,GEO,"MF,FW",28,1996,29.4,3,0,0,24,44,3,28,35,42,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Peter Kiedl,AUT,FW,20,2004,0.1,0,0,0,0,0,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Seedy Jatta,NOR,"FW,MF",21,2003,13.8,4,1,1,21,27,6,8,2,4,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Stefan Hierländer,AUT,MF,33,1991,1.2,0,0,0,2,2,0,1,7,3,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Tochi Chukwuani,DEN,MF,21,2003,13.8,6,1,1,21,18,1,4,26,17,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,Tomi Horvat,SVN,MF,25,1999,22.2,1,0,0,20,26,2,174,8,27,,,0,,,,
AUT-Bundesliga,2024-25,Sturm Graz,William Bøving,DEN,"FW,MF",21,2003,24.1,0,1,0,9,16,4,73,13,18,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Adam Stejskal,CZE,GK,21,2002,31.1,3,0,0,0,2,0,0,0,1,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Alexander Eckmayr,AUT,FW,25,1999,1.0,0,0,0,1,1,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Alexander Ranacher,AUT,"MF,FW",25,1998,6.6,1,0,0,6,3,0,21,4,7,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Bror Blume,DEN,"MF,FW",32,1992,14.8,3,0,0,4,7,1,57,10,13,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Cem Üstündag,AUT,"MF,DF",23,2001,15.2,6,2,1,20,19,1,6,15,24,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Christian Huetz,AUT,FW,18,2006,0.1,0,0,0,0,0,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,David Gugganig,AUT,DF,27,1997,22.3,4,1,1,17,23,0,3,24,32,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,David Jaunegg,AUT,DF,21,2003,15.8,3,0,0,12,25,1,4,22,22,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Florian Rieder,AUT,FW,28,1996,5.6,2,0,0,6,6,2,14,4,2,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Jamie Lawrence,GER,DF,21,2002,27.9,7,0,0,23,16,1,4,36,31,,,2,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Johannes Naschberger,AUT,MF,24,2000,12.2,2,0,0,14,16,0,15,11,16,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Jonas David,GER,DF,24,2000,16.2,2,0,0,21,4,2,10,11,33,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Justin Forst,AUT,FW,21,2003,0.5,0,0,0,0,1,0,2,1,0,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Lennart-Marten Czyborra,GER,"MF,DF",25,1999,17.0,0,0,0,7,11,6,76,11,14,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Lukas Hinterseer,AUT,FW,33,1991,14.1,3,0,0,14,26,11,6,3,7,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Lukas Sulzbacher,AUT,"MF,DF",24,2000,16.2,6,0,0,18,15,0,30,19,25,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Mahamadou Diarra,MLI,FW,20,2003,11.8,6,0,0,20,12,11,5,6,5,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Matthäus Taferner,AUT,MF,23,2001,25.2,8,1,0,41,56,2,108,38,51,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Mazou Bambara,BFA,FW,22,2002,0.0,0,0,0,0,0,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Osarenren Okungbowa,AUT,DF,30,1994,8.6,3,0,0,11,7,1,4,12,11,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Quincy Butler,USA,"FW,MF",22,2001,26.4,4,0,0,34,54,5,40,9,32,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Stefan Skrbo,AUT,"FW,MF",23,2001,15.9,6,0,0,20,16,6,8,4,8,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Thomas Geris,AUT,"MF,DF",21,2002,4.5,0,0,0,2,3,0,12,6,5,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Tobias Anselm,AUT,"FW,MF",24,2000,6.7,1,0,0,2,9,8,4,0,2,,,0,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Valentino Müller,AUT,MF,25,1999,31.9,4,0,0,20,33,0,13,46,27,,,1,,,,
AUT-Bundesliga,2024-25,WSG Tirol,Yannick Vötter,AUT,"MF,FW",19,2004,2.9,1,0,0,2,4,1,6,2,3,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Abou Sylla,CIV,,17,2006,0.2,0,0,0,0,1,0,0,1,1,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Adis Jasic,AUT,"MF,DF",21,2003,21.7,5,0,0,22,25,0,69,43,54,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Alessandro Schöpf,AUT,MF,30,1994,5.0,3,0,0,5,11,0,5,5,12,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Angelo Gattermayer,AUT,"MF,FW",22,2002,14.6,3,0,0,17,9,2,20,9,16,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Boris Matić,SRB,"MF,DF",19,2004,13.8,1,0,0,10,13,1,45,23,24,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Cheikh Mamadou Diabaté,CIV,DF,20,2004,10.9,2,0,0,11,2,0,0,18,19,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Chibuike Nwaiwu,NGA,"DF,MF",21,2003,22.4,6,1,0,29,30,0,7,53,42,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,David Atanga,GHA,"MF,FW",27,1996,8.0,3,0,0,10,10,6,11,3,6,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Dejan Zukić,SRB,"MF,FW",23,2001,25.7,5,0,0,13,32,7,211,8,14,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Dominik Baumgartner,AUT,DF,28,1996,26.7,8,0,0,31,28,0,17,28,48,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Emmanuel Ofori Agyemang,GHA,MF,20,2004,10.2,0,0,0,9,13,1,9,12,13,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Erik Kojzek,SVN,FW,18,2006,7.6,1,0,0,11,11,1,3,0,5,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Ervin Omic,AUT,"MF,DF",21,2003,11.9,5,0,0,25,13,0,25,20,16,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Jonathan Scherzer,AUT,DF,29,1995,2.0,1,0,0,2,0,0,2,2,3,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Lukas Gütlbauer,AUT,GK,23,2000,2.0,0,0,0,0,0,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Markus Pink,AUT,FW,33,1991,11.5,0,1,0,14,10,3,3,1,2,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Maximilian Ullmann,AUT,"MF,DF",28,1996,29.1,3,0,0,11,12,1,86,29,21,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Nicolas Wimmer,AUT,DF,29,1995,25.5,2,1,0,11,34,0,20,46,36,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Nikolas Polster,AUT,GK,22,2002,30.0,1,0,0,0,2,0,0,1,0,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Pascal Müller,AUT,MF,21,2003,0.0,0,0,0,0,1,0,0,0,0,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Sandro Altunashvili,GEO,MF,27,1997,8.8,1,0,0,14,8,0,3,19,12,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Sankara Karamoko,CIV,FW,20,2003,2.2,2,0,0,5,7,0,2,0,2,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Simon Piesinger,AUT,MF,32,1992,26.8,5,0,0,36,9,1,8,42,35,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Thierno Ballo,AUT,"FW,MF",22,2002,27.2,7,0,0,41,57,13,59,10,22,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Thomas Sabitzer,AUT,FW,23,2000,4.9,3,0,0,8,10,1,1,0,3,,,0,,,,
AUT-Bundesliga,2024-25,Wolfsberger AC,Tobias Gruber,AUT,DF,19,2005,2.4,0,0,0,2,0,0,0,6,5,,,0,,,,
BEL-Belgian Pro League,2024-25,Anderlecht,Adryelson,BRA,DF,26,1998,6.0,0,0,0,0,4,0,1,5,4,0,0,0,16,12,13,48.0
BEL-Belgian Pro League,2024-25,Anderlecht,Alexis Flips,FRA,FW,24,2000,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
BEL-Belgian Pro League,2024-25,Anderlecht,Ali Maamar,MAR,"DF,MF",19,2005,4.7,2,0,0,4,5,1,7,2,6,0,0,0,23,5,6,45.5
